test_id	gene	SGCore_FPKM	Total_FPKM	Fold change	Localization	test_stat	p_value	q_value	significant	Number of RNA molecules in SGs per cell	Number of RNA molecules in cell	Fraction of RNA molecules in SGs	Translation efficiency	Transcript length	5'UTR length	3'UTR length	CDS length	GC content	Mito
ENSG00000146414	SHPRH	13.868	5.283	2.625	enriched	-3.1698	0.00005	0.000236361	yes	1.273	4.134	0.308	0.255094479436828	11660	366	217	5064	35.43	Tnon_mito
ENSG00000144736	SHQ1	13.779	21.099	0.653	Neither	1.66968	0.0049	0.0156081	yes	1.265	16.510	0.077	0.384730538922156	4024	139	84	1734	39.56	Tnon_mito
ENSG00000164403	SHROOM1	15.859	10.335	1.535	Neither	-1.01537	0.074	0.162536	no	1.456	8.087	0.180	0.781553398058252	4019	401	#N/A	2559	60.03	Tnon_mito
ENSG00000146950	SHROOM2	6.238	3.204	1.947	Neither	-2.13438	0.00025	0.00105484	yes	0.573	2.507	0.228	#N/A	7447	603	2505	4851	47.43	Tnon_mito
ENSG00000138771	SHROOM3	15.024	2.953	5.088	enriched	-5.97886	0.00005	0.000236361	yes	1.379	2.311	0.597	0.604261796042618	11020	952	4075	5991	41.27	Tnon_mito
ENSG00000110013	SIAE	0.916	1.334	0.686	Neither	0.698534	0.2028	0.348885	no	0.084	1.044	0.081	1.6268115942029	5583	172	#N/A	1572	40.66	Tnon_mito
ENSG00000196470	SIAH1	15.345	12.557	1.222	Neither	-0.582462	0.253	0.405453	no	1.409	9.825	0.143	0.753112033195021	3352	1453	#N/A	942	45.2	Tnon_mito
ENSG00000181788	SIAH2	32.235	14.333	2.249	enriched	-2.99176	0.00005	0.000236361	yes	2.959	11.215	0.264	0.820069204152249	2517	527	1013	975	44.98	Tnon_mito
ENSG00000149577	SIDT2	11.542	7.271	1.587	Neither	-1.70283	0.003	0.01009	yes	1.059	5.689	0.186	0.570921985815603	4406	554	#N/A	2568	55.97	Tnon_mito
ENSG00000185187	SIGIRR	1.462	4.588	0.319	depleted	4.18956	0.00005	0.000236361	yes	0.134	3.590	0.037	1.22448979591837	1867	173	30	1515	65.22	Tnon_mito
ENSG00000147955	SIGMAR1	27.020	50.249	0.538	Neither	3.89852	0.00005	0.000236361	yes	2.480	39.318	0.063	1.71571072319202	1743	427	76	672	57.25	Tnon_mito
ENSG00000142178	SIK1	23.526	8.467	2.779	enriched	-4.14333	0.00005	0.000236361	yes	2.160	6.625	0.326	1.05714285714286	4712	118	2226	2352	56.06	Tnon_mito
ENSG00000170145	SIK2	22.878	6.005	3.810	enriched	-2.50704	0.00005	0.000236361	yes	2.100	4.699	0.447	0.709624796084829	9678	172	#N/A	2781	39.65	Tnon_mito
ENSG00000160584	SIK3	22.371	12.715	1.759	Neither	-0.932027	0.1018	0.210971	no	2.054	9.949	0.206	0.665659617321249	6331	21	#N/A	4090	40.48	Tnon_mito
ENSG00000052723	SIKE1	20.774	76.050	0.273	depleted	4.09564	0.00005	0.000236361	yes	1.907	59.507	0.032	0.598822539949537	5506	77	1495	636	36.9	Tnon_mito
ENSG00000120725	SIL1	12.765	20.068	0.636	Neither	0.475745	0.20785	0.354885	no	1.172	15.703	0.075	1.43169398907104	1923	191	#N/A	1407	44.78	Tnon_mito
ENSG00000159263	SIM2	4.252	3.155	1.347	Neither	-1.36362	0.0162	0.0448144	yes	0.390	2.469	0.158	0.744493392070485	4442	612	1824	2004	51.13	Tnon_mito
ENSG00000170085	SIMC1	6.446	2.756	2.339	enriched	-3.85735	0.00005	0.000236361	yes	0.592	2.157	0.274	0.904977375565611	3572	344	287	2676	42.19	Tnon_mito
ENSG00000169375	SIN3A	53.994	30.040	1.797	Neither	-2.30832	0.00005	0.000236361	yes	4.956	23.505	0.211	0.541216750065841	6737	323	3331	3822	44.13	Tnon_mito
ENSG00000127511	SIN3B	10.222	8.364	1.222	Neither	-0.825017	0.1119	0.227729	no	0.938	6.544	0.143	1.26380873866447	5129	369	1622	3489	52.98	Tnon_mito
ENSG00000213445	SIPA1	26.822	30.988	0.866	Neither	0.564399	0.30455	0.460772	no	2.462	24.247	0.102	0.843949044585987	3628	268	#N/A	3129	60.73	Tnon_mito
ENSG00000197555	SIPA1L1	58.493	30.372	1.926	Neither	-1.80549	0.00385	0.0125846	yes	5.369	23.765	0.226	0.23991935483871	7831	647	179	5415	39.56	Tnon_mito
ENSG00000105738	SIPA1L3	57.615	17.298	3.331	enriched	-1.23184	0.00895	0.0266628	yes	5.289	13.536	0.391	1.25444839857651	7987	309	2131	5346	49.76	Tnon_mito
ENSG00000198053	SIRPA	15.922	8.085	1.969	Neither	-4.68869	0.00005	0.000236361	yes	1.462	6.326	0.231	2.75757575757576	4570	350	3023	1527	51.36	Tnon_mito
ENSG00000096717	SIRT1	19.205	12.422	1.546	Neither	-2.06344	0.00065	0.00253947	yes	1.763	9.720	0.181	0.664788732394366	4094	218	1796	2244	40.87	Tpossible_mito
ENSG00000068903	SIRT2	2.221	4.631	0.480	depleted	1.70036	0.0023	0.00797175	yes	0.204	3.623	0.056	1.57208588957055	4734	457	38	1170	53.55	Tnon_mito
ENSG00000142082	SIRT3	2.679	2.875	0.932	Neither	0.0918374	0.8219	0.885763	no	0.246	2.250	0.109	0.679802955665025	2627	293	185	1200	48.61	Tmito
ENSG00000124523	SIRT5	1.121	2.096	0.535	Neither	1.78825	0.00405	0.0131565	yes	0.103	1.640	0.063	0.996491228070175	4382	158	2692	933	42.7	Tmito
ENSG00000077463	SIRT6	6.328	12.816	0.494	depleted	2.29677	0.00025	0.00105484	yes	0.581	10.028	0.058	1.61714285714286	1641	127	116	1068	57.91	Tnon_mito
ENSG00000187531	SIRT7	9.218	16.720	0.551	Neither	1.16732	0.01415	0.0398383	yes	0.846	13.083	0.065	0.608540925266904	3445	137	66	1203	57.63	Tnon_mito
ENSG00000184990	SIVA1	7.198	48.996	0.147	depleted	8.12838	0.00005	0.000236361	yes	0.661	38.338	0.017	0.925170068027211	4142	170	102	528	52.32	Tpossible_mito
ENSG00000126778	SIX1	6.769	6.674	1.014	Neither	-0.041637	0.9419	0.960139	no	0.621	5.222	0.119	1.47708333333333	3996	272	1586	855	50.39	Tnon_mito
ENSG00000170577	SIX2	0.601	1.009	0.596	Neither	2.21814	0.0003	0.00124724	yes	0.055	0.789	0.070	0.423280423280423	2205	319	1008	876	59.16	Tnon_mito
ENSG00000100625	SIX4	17.795	12.665	1.405	Neither	-1.87133	0.0012	0.00443471	yes	1.633	9.910	0.165	0.622699386503067	6285	89	3878	2346	44.07	Tnon_mito
ENSG00000177045	SIX5	3.818	2.706	1.411	Neither	-0.643885	0.2854	0.440818	no	0.350	2.118	0.166	1.81081081081081	3318	381	1753	2220	67.67	Tnon_mito
ENSG00000182628	SKA2	34.200	44.421	0.770	Neither	0.44692	0.31015	0.467003	no	3.139	34.758	0.090	2.1336717428088	2798	110	#N/A	366	41.24	Tnon_mito
ENSG00000165480	SKA3	11.788	18.978	0.621	Neither	2.01089	0.00065	0.00253947	yes	1.082	14.850	0.073	1.58833922261484	2919	124	#N/A	1239	39.84	Tnon_mito
ENSG00000157933	SKI	64.808	16.623	3.899	enriched	-2.49984	0.00005	0.000236361	yes	5.949	13.007	0.457	1.13953488372093	5613	71	3353	2187	57.48	Tnon_mito
ENSG00000136603	SKIL	89.840	56.430	1.592	Neither	-1.90855	0.0008	0.00305868	yes	8.247	44.155	0.187	0.755020080321285	7182	708	#N/A	2055	39.63	Tnon_mito
ENSG00000039123	SKIV2L2	84.630	93.244	0.908	Neither	0.418023	0.4681	0.617061	no	7.768	72.961	0.106	0.595432897789718	4192	253	808	3129	36.85	Tnon_mito
ENSG00000113558	SKP1	21.405	51.258	0.418	depleted	2.45673	0.00015	0.000660424	yes	1.965	40.108	0.049	3.50168010752688	9474	638	#N/A	492	41.26	Tnon_mito
ENSG00000145604	SKP2	25.039	50.259	0.498	depleted	4.01265	0.00005	0.000236361	yes	2.298	39.326	0.058	0.62539283469516	3759	273	#N/A	1308	39.76	Tnon_mito
ENSG00000109171	SLAIN2	132.653	59.243	2.239	enriched	-2.88313	0.00005	0.000236361	yes	12.177	46.356	0.263	1.51554404145078	6299	417	4134	1746	37.94	Tnon_mito
ENSG00000026751	SLAMF7	0.762	1.200	0.635	Neither	1.2311	0.0263	0.0681416	no	0.070	0.939	0.075	#N/A	3542	244	1643	1008	43.99	Tnon_mito
ENSG00000163950	SLBP	105.432	61.072	1.726	Neither	-3.10103	0.00005	0.000236361	yes	9.678	47.787	0.203	1.0847280334728	1977	366	149	834	47.01	Tnon_mito
ENSG00000100652	SLC10A1	0.415	3.242	0.128	depleted	8.42392	0.00005	0.000236361	yes	0.038	2.537	0.015	#N/A	2049	133	864	1050	43.07	Tnon_mito
ENSG00000120519	SLC10A7	2.934	5.507	0.533	Neither	1.76641	0.0029	0.00979027	yes	0.269	4.309	0.062	0.474576271186441	3747	246	1237	1077	36.95	Tnon_mito
ENSG00000110911	SLC11A2	10.745	13.825	0.777	Neither	0.895813	0.1145	0.231525	no	0.986	10.817	0.091	1.21091445427729	4156	482	37	1773	43.54	Tnon_mito
ENSG00000064651	SLC12A2	28.295	14.338	1.973	Neither	-2.71006	0.00005	0.000236361	yes	2.597	11.219	0.232	1.1501872659176	6885	188	3056	3639	35.24	Tnon_mito
ENSG00000124067	SLC12A4	25.853	28.336	0.912	Neither	0.311092	0.5745	0.706807	no	2.373	22.172	0.107	1.56357388316151	4765	140	191	3264	56.91	Tnon_mito
ENSG00000124140	SLC12A5	2.133	7.652	0.279	Neither	0.958713	0.07445	0.163368	no	0.196	5.988	0.033	#N/A	6166	162	517	3420	53.29	Tnon_mito
ENSG00000140199	SLC12A6	4.975	1.853	2.684	enriched	-3.41194	0.00005	0.000236361	yes	0.457	1.450	0.315	1.13684210526316	7286	1376	10	3453	39.55	Tnon_mito
ENSG00000113504	SLC12A7	8.066	5.840	1.381	Neither	-0.992539	0.0733	0.161237	no	0.740	4.569	0.162	1.2648401826484	5280	43	242	3252	62.04	Tnon_mito
ENSG00000221955	SLC12A8	1.885	2.463	0.765	Neither	0.308828	0.49965	0.644465	no	0.173	1.927	0.090	0.0555555555555556	3447	109	83	2145	45.27	Tnon_mito
ENSG00000146828	SLC12A9	7.723	8.270	0.934	Neither	0.135082	0.76125	0.845033	no	0.709	6.471	0.110	0.87219730941704	4462	308	#N/A	2745	51.93	Tnon_mito
ENSG00000158296	SLC13A3	2.069	3.409	0.607	Neither	1.75924	0.00405	0.0131565	yes	0.190	2.668	0.071	0	4017	190	190	1809	45.08	Tnon_mito
ENSG00000110446	SLC15A3	2.695	2.547	1.058	Neither	-0.0431816	0.9272	0.951231	no	0.247	1.993	0.124	#N/A	4579	233	50	1746	52.85	Tnon_mito
ENSG00000139370	SLC15A4	9.009	10.131	0.889	Neither	0.559819	0.32545	0.482407	no	0.827	7.927	0.104	1.07508532423208	2779	39	64	1734	45.87	Tnon_mito
ENSG00000155380	SLC16A1	65.603	104.592	0.627	Neither	1.63451	0.0056	0.0175802	yes	6.022	81.840	0.074	0.940489814602884	4374	787	2038	1503	40.76	Tpossible_mito
ENSG00000147100	SLC16A2	3.503	2.663	1.316	Neither	-1.67785	0.0031	0.0103821	yes	0.322	2.083	0.154	#N/A	4161	176	2363	1620	43.6	Tnon_mito
ENSG00000141526	SLC16A3	2.767	8.707	0.318	depleted	1.27004	0.0027	0.0091827	yes	0.254	6.813	0.037	#N/A	4830	2321	33	1398	59.9	Tnon_mito
ENSG00000168679	SLC16A4	0.540	1.571	0.344	depleted	1.72161	0.0043	0.0138757	yes	0.050	1.229	0.040	#N/A	2632	217	56	1464	40.4	Tnon_mito
ENSG00000118596	SLC16A7	4.133	3.628	1.139	Neither	-0.434588	0.4252	0.579067	no	0.379	2.839	0.134	2.75892857142857	11777	273	#N/A	1437	35.78	Tnon_mito
ENSG00000119899	SLC17A5	1.740	1.395	1.247	Neither	-0.780218	0.17775	0.319342	no	0.160	1.092	0.146	1.17857142857143	3455	268	1697	1488	42.24	Tnon_mito
ENSG00000165646	SLC18A2	5.238	2.344	2.235	enriched	-5.07628	0.00005	0.000236361	yes	0.481	1.834	0.262	#N/A	4125	127	#N/A	1545	45.79	Tnon_mito
ENSG00000146409	SLC18B1	2.917	3.690	0.790	Neither	0.815004	0.14285	0.272401	no	0.268	2.887	0.093	0.410349854227405	2368	96	#N/A	1371	39.58	Tnon_mito
ENSG00000173638	SLC19A1	25.997	23.377	1.112	Neither	-0.498832	0.38045	0.537546	no	2.386	18.291	0.130	2.69614835948645	3811	274	139	1776	59.34	Tnon_mito
ENSG00000117479	SLC19A2	6.599	5.050	1.307	Neither	-1.76807	0.00245	0.00842678	yes	0.606	3.951	0.153	0.756916996047431	3671	236	1919	1494	38.72	Tnon_mito
ENSG00000079215	SLC1A3	9.616	14.648	0.656	Neither	1.73177	0.0032	0.0106787	yes	0.883	11.462	0.077	0.576617480136209	4170	380	2064	1629	40.36	Tpossible_mito
ENSG00000115902	SLC1A4	10.609	9.182	1.155	Neither	-0.735482	0.18505	0.327809	no	0.974	7.185	0.136	3.53389830508475	5789	242	247	1599	45.52	Tnon_mito
ENSG00000105281	SLC1A5	67.608	89.759	0.753	Neither	1.19119	0.0414	0.100077	no	6.206	70.234	0.088	2.14639175257732	2882	628	#N/A	1626	54.4	Tnon_mito
ENSG00000105143	SLC1A6	1.161	1.379	0.842	Neither	0.346229	0.5269	0.668366	no	0.107	1.079	0.099	#N/A	3264	1016	#N/A	1695	46.49	Tnon_mito
ENSG00000144136	SLC20A1	271.443	189.973	1.429	Neither	-1.53424	0.00925	0.0274528	yes	24.917	148.649	0.168	0.223344003939916	3381	272	#N/A	2040	42.45	Tnon_mito
ENSG00000168575	SLC20A2	45.812	35.320	1.297	Neither	-1.13816	0.0444	0.106269	no	4.205	27.637	0.152	0.546910755148741	3657	429	105	1959	44.17	Tnon_mito
ENSG00000163393	SLC22A15	1.704	3.470	0.491	depleted	1.96701	0.0007	0.00271504	yes	0.156	2.715	0.058	0.3125	4720	129	2945	1644	39.5	Tnon_mito
ENSG00000092096	SLC22A17	3.395	3.827	0.887	Neither	0.376277	0.41715	0.571406	no	0.312	2.994	0.104	1.57142857142857	2455	336	36	1896	57.86	Tnon_mito
ENSG00000110628	SLC22A18	1.571	2.705	0.581	Neither	1.10568	0.04505	0.107631	no	0.144	2.117	0.068	#N/A	2635	298	48	1275	61.48	Tnon_mito
ENSG00000137266	SLC22A23	1.980	1.389	1.425	Neither	-0.509007	0.2145	0.362605	no	0.182	1.087	0.167	0.986046511627907	6641	462	487	2085	47.61	Tnon_mito
ENSG00000197208	SLC22A4	2.248	2.736	0.822	Neither	0.21006	0.63075	0.749534	no	0.206	2.140	0.096	#N/A	2201	173	370	1656	44.97	Tmito
ENSG00000197375	SLC22A5	3.315	4.617	0.718	Neither	0.343697	0.5616	0.696476	no	0.304	3.613	0.084	1.14520547945205	10435	220	1341	1746	48.32	Tnon_mito
ENSG00000089057	SLC23A2	16.550	5.562	2.976	enriched	-4.42866	0.00005	0.000236361	yes	1.519	4.352	0.349	2.21626016260163	6962	153	4615	1953	44.93	Tnon_mito
ENSG00000074621	SLC24A1	19.663	5.253	3.743	enriched	-1.25932	0.00065	0.00253947	yes	1.805	4.111	0.439	0.11731843575419	5768	362	#N/A	3300	44.73	Tnon_mito
ENSG00000183048	SLC25A10	27.765	44.096	0.630	Neither	2.4903	0.00005	0.000236361	yes	2.549	34.504	0.074	0.906	1946	190	498	1221	63.39	Tmito
ENSG00000108528	SLC25A11	4.107	12.872	0.319	depleted	3.7626	0.00005	0.000236361	yes	0.377	10.072	0.037	1.96277915632754	2176	340	16	945	58.68	Tmito
ENSG00000115840	SLC25A12	7.687	7.562	1.016	Neither	-0.0402681	0.9369	0.957543	no	0.706	5.917	0.119	0.667065868263473	2979	37	41	2037	40.22	Tmito
ENSG00000004864	SLC25A13	24.954	24.236	1.030	Neither	-0.0827551	0.8398	0.897574	no	2.291	18.964	0.121	0.870783132530121	3192	190	129	2031	39.76	Tmito
ENSG00000102078	SLC25A14	2.293	4.120	0.557	Neither	2.22745	0.0001	0.000452612	yes	0.211	3.224	0.065	1.07256894049347	1734	226	410	1062	37.86	Tmito
ENSG00000102743	SLC25A15	11.164	14.852	0.752	Neither	1.46687	0.0115	0.0332499	yes	1.025	11.621	0.088	0.610677083333333	1586	166	443	906	46.36	Tmito
ENSG00000122912	SLC25A16	8.714	14.577	0.598	Neither	0.889611	0.1131	0.229522	no	0.800	11.406	0.070	0.588957055214724	6529	98	57	999	43.34	Tmito
ENSG00000100372	SLC25A17	13.708	30.180	0.454	depleted	4.03322	0.00005	0.000236361	yes	1.258	23.615	0.053	0.943759630200308	2530	980	29	924	41.77	Tpossible_mito
ENSG00000125454	SLC25A19	10.256	17.622	0.582	Neither	1.97497	0.00125	0.00460195	yes	0.941	13.789	0.068	0.740677966101695	2331	909	420	963	50.68	Tmito
ENSG00000178537	SLC25A20	1.254	1.462	0.858	Neither	0.382512	0.4937	0.639507	no	0.115	1.144	0.101	0.675742574257426	1879	198	#N/A	906	47.4	Tmito
ENSG00000183032	SLC25A21	0.230	1.133	0.203	Neither	1.16736	0.02405	0.0629917	no	0.021	0.886	0.024	1.84782608695652	2785	515	1368	900	38.41	Tmito
ENSG00000177542	SLC25A22	24.480	14.579	1.679	Neither	-1.68077	0.0047	0.0150413	yes	2.247	11.408	0.197	1.25174825174825	2796	386	78	972	65.66	Tmito
ENSG00000125648	SLC25A23	13.788	31.872	0.433	depleted	4.08863	0.00005	0.000236361	yes	1.266	24.939	0.051	0.13395225464191	3425	122	500	1449	52.6	Tmito
ENSG00000085491	SLC25A24	27.290	10.334	2.641	enriched	-6.76006	0.00005	0.000236361	yes	2.505	8.086	0.310	0.737293325168402	4271	710	1435	1434	39.44	Tmito
ENSG00000148339	SLC25A25	20.055	11.851	1.692	Neither	-1.83108	0.00155	0.00559531	yes	1.841	9.273	0.199	0.611374407582938	3714	406	1799	1548	49.9	Tmito
ENSG00000144741	SLC25A26	5.533	12.397	0.446	depleted	1.45865	0.00675	0.0207512	yes	0.508	9.701	0.052	0.234726688102894	3879	374	1932	825	40.15	Tmito
ENSG00000155287	SLC25A28	15.338	10.006	1.533	Neither	-2.24478	0.00005	0.000236361	yes	1.408	7.830	0.180	0.63448275862069	1451	28	326	1095	45.02	Tmito
ENSG00000197119	SLC25A29	4.174	5.163	0.809	Neither	0.308806	0.4187	0.572658	no	0.383	4.040	0.095	3.74603174603175	5169	3251	#N/A	912	57.04	Tmito
ENSG00000075415	SLC25A3	107.016	175.466	0.610	Neither	2.9946	0.00005	0.000236361	yes	9.823	137.297	0.072	0.891339696005656	6087	353	4850	1089	42.39	Tmito
ENSG00000174032	SLC25A30	6.944	4.136	1.679	Neither	-1.51577	0.01255	0.0359029	yes	0.637	3.236	0.197	1.09848484848485	6041	205	44	876	42.94	Tmito
ENSG00000164933	SLC25A32	38.901	34.797	1.118	Neither	-0.528647	0.35435	0.511503	no	3.571	27.228	0.131	0.618067978533095	2891	251	93	948	36.96	Tmito
ENSG00000171612	SLC25A33	1.384	2.737	0.506	Neither	3.94683	0.00005	0.000236361	yes	0.127	2.142	0.059	0.655469422911283	3854	209	2677	966	45.5	Tmito
ENSG00000114120	SLC25A36	18.115	17.980	1.008	Neither	-0.0307952	0.9573	0.970385	no	1.663	14.068	0.118	0.281167108753316	4638	267	3479	936	35.47	Tmito
ENSG00000147454	SLC25A37	22.920	39.601	0.579	Neither	2.29959	0.00005	0.000236361	yes	2.104	30.987	0.068	0.534562211981567	4823	197	#N/A	1017	48.45	Tmito
ENSG00000144659	SLC25A38	8.171	11.262	0.726	Neither	2.09744	0.0003	0.00124724	yes	0.750	8.812	0.085	0.318440292445166	2123	376	830	915	46.41	Tpossible_mito
ENSG00000013306	SLC25A39	52.844	99.276	0.532	Neither	3.74696	0.00005	0.000236361	yes	4.851	77.681	0.062	0.488439306358382	2217	471	#N/A	1080	61.11	Tmito
ENSG00000151729	SLC25A4	2.823	4.648	0.607	Neither	2.6869	0.00005	0.000236361	yes	0.259	3.637	0.071	1.59429824561404	4440	131	3410	897	46.96	Tmito
ENSG00000075303	SLC25A40	6.103	6.728	0.907	Neither	0.170883	0.76975	0.850947	no	0.560	5.264	0.106	0.429799426934097	4045	261	83	1017	35.47	Tmito
ENSG00000077713	SLC25A43	5.525	6.075	0.910	Neither	0.408427	0.46195	0.61209	no	0.507	4.753	0.107	0.00961538461538462	2783	343	1412	1026	45.34	Tpossible_mito
ENSG00000160785	SLC25A44	18.209	17.884	1.018	Neither	-0.0386576	0.9431	0.960896	no	1.671	13.994	0.119	0.815642458100559	6952	315	2363	969	48.29	Tpossible_mito
ENSG00000162241	SLC25A45	2.637	3.093	0.852	Neither	0.51864	0.35955	0.516879	no	0.242	2.420	0.100	#N/A	7118	421	#N/A	867	59.38	Tpossible_mito
ENSG00000164209	SLC25A46	5.374	14.316	0.375	depleted	5.80193	0.00005	0.000236361	yes	0.493	11.202	0.044	1.14230769230769	6236	411	#N/A	1257	35.23	Tpossible_mito
ENSG00000145832	SLC25A48	0.394	1.163	0.339	depleted	2.32059	0.00005	0.000236361	yes	0.036	0.910	0.040	#N/A	2062	198	552	876	47.39	Tpossible_mito
ENSG00000005022	SLC25A5	49.084	244.945	0.200	depleted	8.71201	0.00005	0.000236361	yes	4.506	191.663	0.024	1.40165200456652	1274	115	260	897	53.25	Tmito
ENSG00000122696	SLC25A51	26.907	20.196	1.332	Neither	-0.615438	0.27935	0.434535	no	2.470	15.803	0.156	0.261603375527426	1871	579	5	894	42.85	Tmito
ENSG00000145217	SLC26A1	2.939	1.070	2.747	Neither	-0.743147	0.15835	0.293717	no	0.270	0.837	0.322	#N/A	3660	214	835	2106	58.39	Tnon_mito
ENSG00000135502	SLC26A10	3.691	2.479	1.489	Neither	-0.546786	0.2835	0.438798	no	0.339	1.939	0.175	#N/A	2389	310	142	1692	56.69	Tnon_mito
ENSG00000181045	SLC26A11	3.366	4.168	0.808	Neither	0.540486	0.3318	0.488945	no	0.309	3.262	0.095	1.40131578947368	2885	289	#N/A	1821	53.49	Tnon_mito
ENSG00000155850	SLC26A2	13.604	8.174	1.664	Neither	-1.34184	0.0041	0.0132984	yes	1.249	6.396	0.195	1.10487804878049	8080	279	#N/A	2220	41.19	Tnon_mito
ENSG00000225697	SLC26A6	4.355	6.555	0.664	Neither	1.2559	0.016	0.0443536	yes	0.400	5.129	0.078	#N/A	5682	250	110	2280	59.37	Tnon_mito
ENSG00000130304	SLC27A1	5.875	7.919	0.742	Neither	0.972104	0.08775	0.187129	no	0.539	6.196	0.087	#N/A	4343	394	1555	1941	53.88	Tpossible_mito
ENSG00000167114	SLC27A4	17.411	17.980	0.968	Neither	0.216258	0.70225	0.803669	no	1.598	14.069	0.114	0.415738161559889	3028	116	#N/A	1932	54.67	Tnon_mito
ENSG00000083807	SLC27A5	1.999	6.467	0.309	depleted	2.3614	0.00035	0.0014418	yes	0.184	5.060	0.036	0.307692307692308	5032	152	20	2073	51.36	Tnon_mito
ENSG00000112759	SLC29A1	16.008	32.345	0.495	depleted	4.86926	0.00005	0.000236361	yes	1.469	25.309	0.058	2.82984293193717	2485	329	621	1371	56.86	Tnon_mito
ENSG00000174669	SLC29A2	6.245	6.427	0.972	Neither	0.17904	0.7547	0.840649	no	0.573	5.029	0.114	1.46808510638298	2514	228	55	1371	58.27	Tnon_mito
ENSG00000198246	SLC29A3	1.900	2.243	0.847	Neither	0.744228	0.18765	0.331298	no	0.174	1.755	0.099	#N/A	2257	51	776	1428	51.86	Tnon_mito
ENSG00000164638	SLC29A4	17.013	13.555	1.255	Neither	-0.259242	0.63895	0.755717	no	1.562	10.606	0.147	#N/A	5685	152	3930	1593	57.52	Tnon_mito
ENSG00000117394	SLC2A1	53.247	78.530	0.678	Neither	1.74896	0.00305	0.0102377	yes	4.888	61.447	0.080	3.98039215686275	3667	521	#N/A	1479	52.89	Tnon_mito
ENSG00000197496	SLC2A10	1.439	1.976	0.728	Neither	0.620377	0.2715	0.425738	no	0.132	1.546	0.085	#N/A	4389	249	2512	1626	47.56	Tnon_mito
ENSG00000133460	SLC2A11	2.292	3.984	0.575	Neither	0.433383	0.1412	0.270236	no	0.210	3.118	0.067	0.352272727272727	3264	489	1165	1608	50.84	Tnon_mito
ENSG00000151229	SLC2A13	0.470	1.381	0.340	depleted	3.41651	0.00005	0.000236361	yes	0.043	1.081	0.040	0.970588235294118	7003	280	1726	1947	37.04	Tnon_mito
ENSG00000059804	SLC2A3	18.831	28.979	0.650	Neither	1.9204	0.0011	0.00409214	yes	1.729	22.675	0.076	#N/A	4414	240	153	1491	44.63	Tnon_mito
ENSG00000181856	SLC2A4	1.180	1.339	0.881	Neither	0.553325	0.32905	0.486314	no	0.108	1.048	0.103	#N/A	3426	296	1627	1530	58	Tnon_mito
ENSG00000125520	SLC2A4RG	19.089	25.784	0.740	Neither	0.838486	0.15195	0.2848	no	1.752	20.175	0.087	1.6	1731	51	514	1164	69.47	Tnon_mito
ENSG00000136856	SLC2A8	4.429	6.201	0.714	Neither	1.32477	0.02295	0.0605002	no	0.407	4.852	0.084	0.615969581749049	2172	148	198	1434	57.79	Tnon_mito
ENSG00000170385	SLC30A1	26.182	39.561	0.662	Neither	3.02743	0.00005	0.000236361	yes	2.403	30.955	0.078	0.683060109289617	5474	129	3819	1524	38.51	Tnon_mito
ENSG00000115194	SLC30A3	1.603	2.647	0.606	Neither	1.71765	0.0028	0.00948442	yes	0.147	2.071	0.071	#N/A	3448	352	739	1167	52.1	Tnon_mito
ENSG00000104154	SLC30A4	2.649	1.870	1.417	Neither	-0.745779	0.19435	0.338833	no	0.243	1.463	0.166	0.854014598540146	7157	200	5551	1290	39.9	Tnon_mito
ENSG00000145740	SLC30A5	33.175	40.389	0.821	Neither	0.755317	0.1884	0.332087	no	3.045	31.603	0.096	0.228384991843393	4360	609	1451	2298	39.35	Tnon_mito
ENSG00000152683	SLC30A6	13.181	14.578	0.904	Neither	0.412497	0.46155	0.611817	no	1.210	11.406	0.106	0.818693693693694	5089	59	#N/A	1506	39.74	Tmito
ENSG00000162695	SLC30A7	11.568	18.064	0.640	Neither	2.07577	0.00025	0.00105484	yes	1.062	14.134	0.075	1.36122448979592	7898	186	6534	1131	35.85	Tnon_mito
ENSG00000014824	SLC30A9	13.269	18.396	0.721	Neither	1.5689	0.0061	0.01894	yes	1.218	14.394	0.085	0.26631299734748	6218	179	4330	1707	36.98	Tmito
ENSG00000136868	SLC31A1	4.372	8.744	0.500	depleted	1.52765	0.0051	0.0161818	yes	0.401	6.842	0.059	1.0910780669145	4744	116	4018	573	41.28	Tnon_mito
ENSG00000136867	SLC31A2	0.689	1.866	0.369	Neither	1.24774	0.0463	0.110085	no	0.063	1.460	0.043	#N/A	1785	132	1219	432	48.09	Tnon_mito
ENSG00000169359	SLC33A1	8.961	7.571	1.184	Neither	-0.914997	0.0986	0.205794	no	0.823	5.924	0.139	0.510708401976936	9217	431	69	1650	39.65	Tnon_mito
ENSG00000164414	SLC35A1	1.538	4.027	0.382	depleted	3.71439	0.00005	0.000236361	yes	0.141	3.151	0.045	1.62913907284768	1851	78	#N/A	1014	39.25	Tnon_mito
ENSG00000117620	SLC35A3	5.096	6.738	0.756	Neither	1.39786	0.01585	0.0440103	yes	0.468	5.273	0.089	0.609248554913295	14759	811	510	1104	37.43	Tnon_mito
ENSG00000176087	SLC35A4	23.332	22.231	1.050	Neither	-0.139589	0.80475	0.874813	no	2.142	17.395	0.123	0.103896103896104	3617	1080	958	975	54.5	Tnon_mito
