Significant	-LOG(P-value)'	Difference	Number	Checked	Protein-FDR-Confidence-Combined	Master	Accession	Gene-Name	Exp.-q-value-Combined	Sum-PEP-Score	Coverage	Num-Peptides	Num-PSMs	Num-Unique-Peptides	Num-AAs	MW	pI	Score-Mascot	Num-Peptides-Mascot	Num-Protein-Pathway-Groups	Num-Razor-Peptides	Num-Protein-Groups	Contaminant	Abundances-126	Abundances-127N	Abundances-127C	Abundances-128N	Abundances-128C	Abundances-129N	Abundances-129C	Abundances-130N	Abundances-130C	Abundances-131
	0	NaN	6510	FALSE	High	Master Protein	Q15413	RYR3	0.031	2.309	1	3	4	3	4870	551.7	5.68	NA	3	16	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5711	FALSE	High	Master Protein	Q99584	S100A13	0.003	4.691	11	1	1	1	98	11.5	6.16	39	1	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6599	FALSE	High	Master Protein	P26447	S100A4	0.041	2.092	8	1	1	1	101	11.7	6.11	NA	1	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.855316374	-0.259685135	4238	FALSE	High	Master Protein	P06703	S100A6	NA	12.137	43	4	7	4	90	10.2	5.48	105	4	2	NA	1	TRUE	5.632268429	5.507794857	6.242221355	5.894817829	5.578938484	5.542258263	5.277984619	5.371558666	5.635173798	5.730639935
	0.040772619	-0.01137886	4934	FALSE	High	Master Protein	Q96BU1	S100PBP	0.001	8.132	7	2	2	2	408	45.6	5.17	49	2	NA	NA	1	TRUE	5.689299107	5.614709854	5.554588795	5.47573328	5.228818893	5.34695673	5.675251484	5.578938484	5.422905922	5.482203007
	0.476797945	0.066713619	2800	FALSE	High	Master Protein	Q96ER3	SAAL1	NA	24.773	11	5	8	5	474	53.5	4.5	124	5	NA	NA	1	TRUE	7.04875946	6.888743401	6.818901539	6.915281773	6.744161129	7.036723137	6.91767025	6.929554462	6.826548576	7.038918972
	0	NaN	5971	FALSE	High	Master Protein	A6NKF1	SAC3D1	0.006	3.857	6	2	3	2	404	43.5	8.69	22	2	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.868168698	0.161835861	2234	FALSE	High	Master Protein	Q9NTJ5	SACM1L	NA	32.398	24	11	13	11	587	66.9	7.12	85	11	6	NA	1	TRUE	7.376776695	7.293701649	7.282625198	7.541483879	7.065011978	7.416164398	7.360188484	7.503030777	7.396605015	7.692790031
	0.074970082	-0.011739254	639	FALSE	High	Master Protein	Q9NZJ4	SACS	NA	81.994	9	39	51	39	4579	520.8	7.05	249	39	NA	NA	1	TRUE	6.652486324	6.65678215	6.616181374	6.68369627	6.416164398	6.562242508	6.665336132	6.662490368	6.520422459	6.55612278
+	5.237962816	1.160424995	366	FALSE	High	Master Protein	Q9UBE0	SAE1	NA	108.439	62	22	80	22	346	38.4	5.3	1079	22	7	NA	1	TRUE	6.679480076	6.219168663	6.224966526	6.3128829	6.121015549	7.327328205	7.528258801	7.366322041	7.543031693	7.594697952
+	3.524616	0.483831501	236	FALSE	High	Master Protein	Q15424	SAFB	NA	130.58	38	34	70	23	915	102.6	5.47	846	34	1	9	1	TRUE	6.504620552	6.562242508	6.456149101	6.249824524	6.431288719	6.95768261	6.832890034	7.062855721	6.744161129	7.025693417
	0.33095708	0.11017952	432	FALSE	High	Master Protein	Q14151	SAFB2	NA	99.239	28	24	43	13	953	107.4	6.16	667	24	NA	NA	1	TRUE	6.510962009	6.429615974	5.98413372	5.827818871	6.185866356	6.380244732	6.240314484	6.444600582	6.078951359	6.345183372
	1.981545965	0.241812325	3374	FALSE	High	Master Protein	Q9NXZ1	SAGE1	NA	18.942	7	5	10	5	904	99.2	6.48	55	5	NA	NA	1	TRUE	5.916476727	6.055282593	5.835418701	5.781359673	6.059614658	6.226893902	6.044394016	6.078951359	6.234578133	6.272396564
	3.479917256	0.227862835	4879	FALSE	High	Master Protein	Q9Y467	SALL2	0.001	8.437	3	2	2	2	1007	105.2	6.3	68	2	NA	NA	1	TRUE	6.671010017	6.679480076	6.680886745	6.56833601	6.514122486	6.835418701	6.869131088	6.875288486	6.880195618	6.793115616
	0.168842098	0.066424227	5374	FALSE	High	Master Protein	Q6SPF0	SAMD1	0.002	5.966	6	3	3	3	538	56	7.58	69	3	NA	NA	1	TRUE	4.614709854	4.426264763	4.343407631	4.044394016	3.827819109	4.419538975	4.357552052	4.472487926	4.20163393	4.137503624
	0	NaN	6860	FALSE	High	Master Protein	Q8N6K7	SAMD3	0.069	1.66	4	3	6	3	520	61.2	7.09	NA	3	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6946	FALSE	High	Master Protein	Q9UPU9	SAMD4A	0.083	1.536	1	1	1	1	718	79.4	8.32	NA	1	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.421646122	-0.102352047	3408	FALSE	High	Master Protein	Q5PRF9	SAMD4B	NA	18.673	8	4	5	4	694	75.4	6.83	86	4	NA	NA	1	TRUE	7.325530529	7.16691637	6.790511608	7.134426117	7.012345314	7.012345314	6.963474274	7.096978664	6.748192787	7.096978664
	1.518173735	0.293762684	1354	FALSE	High	Master Protein	Q5K651	SAMD9	NA	49.231	14	20	27	20	1589	184.2	7.83	213	20	NA	NA	1	TRUE	6.228818893	6.234578133	6.151777744	6.234578133	5.768184185	6.301953316	6.303780556	6.659639359	6.376776695	6.444600582
	0.539904165	0.106199169	5047	FALSE	High	Master Protein	Q8IVG5	SAMD9L	0.001	7.547	2	3	3	3	1584	184.4	8.02	23	3	NA	NA	1	TRUE	5.781359673	5.95186758	5.817623138	6.123086929	5.762880325	6.068240643	5.741466999	6.08958292	6.006746769	6.061776161
+	2.074175214	0.453929996	518	FALSE	High	Master Protein	Q9Y3Z3	SAMHD1	NA	91.174	34	18	36	18	626	72.2	7.14	544	18	7	NA	1	TRUE	6.768184185	6.648177624	6.17392683	6.345183372	6.118941307	6.836681366	6.905687809	6.934280396	6.794415951	6.85299778
	0.095567695	0.023100185	2161	FALSE	High	Master Protein	Q9H0E3	SAP130	NA	33.539	17	13	16	13	1048	110.3	9.83	85	13	7	NA	1	TRUE	5.281698227	5.354028702	5.017921925	4.986411095	5.0916996	5.244125843	5.031218529	5.311067104	5.18189764	5.078951359
	0.133471238	0.027817726	2507	FALSE	High	Master Protein	O00422	SAP18	NA	28.485	41	7	11	7	153	17.6	9.35	134	7	10	NA	1	TRUE	6.526694775	6.536052704	6.405992508	6.439623356	6.272396564	6.436295033	6.309248924	6.614709854	6.352264404	6.607330322
+	4.495560229	0.322282028	2108	FALSE	High	Master Protein	Q9UHR5	SAP30BP	NA	34.394	40	9	15	9	308	33.9	4.84	166	9	4	NA	1	TRUE	6.100136757	5.937815189	6.055282593	6.098031998	6.078951359	6.303780556	6.404290199	6.41447401	6.424586296	6.334496975
	1.075458016	0.213271332	1914	FALSE	High	Master Protein	Q9NR31	SAR1A	NA	37.438	45	7	19	4	198	22.4	6.68	199	7	3	NA	1	TRUE	6.659639359	6.640967846	6.515699863	6.645298004	6.153805256	6.659639359	6.638073921	6.837943077	6.669593811	6.876516819
+	2.031509821	0.431703281	1162	FALSE	High	Master Protein	Q9Y6B6	SAR1B	NA	54.892	55	8	24	5	198	22.4	6.11	306	8	25	2	1	TRUE	7.145677567	6.937815189	6.607330322	6.746850014	6.424586296	7.142617702	7.21529007	7.214319229	7.199672222	7.248876572
	0	NaN	6662	FALSE	High	Master Protein	Q9UL12	SARDH	0.047	1.976	2	1	2	1	918	101	7.25	NA	1	6	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
+	3.136480247	0.662164879	1538	FALSE	High	Master Protein	Q6SZW1	SARM1	NA	44.744	23	13	16	13	724	79.3	6.55	240	13	12	NA	1	TRUE	6.883865356	6.643856049	6.183883667	6.661065578	6.380244732	7.169925213	7.217230797	7.230741024	7.137503624	7.308339119
	0.595957426	-0.073327351	2469	FALSE	High	Master Protein	P82979	SARNP	NA	28.908	41	8	20	8	210	23.7	6.42	131	8	9	NA	1	TRUE	7.752213478	7.81185627	7.787902355	7.927185535	7.613973618	7.707359314	7.692790031	7.767522335	7.764871597	7.593951225
	1.475618826	0.32338047	834	FALSE	High	Master Protein	P49591	SARS	NA	68.84	42	21	35	21	514	58.7	6.43	282	21	9	NA	1	TRUE	6.865424156	6.711494923	6.246027946	6.426264763	6.366322041	6.789207458	6.882643223	6.897240639	6.678071976	6.985272884
	0.779112611	0.153589725	3204	FALSE	High	Master Protein	Q9NP81	SARS2	NA	20.629	17	6	7	6	518	58.2	8.13	73	6	6	NA	1	TRUE	8.419538498	8.406417847	8.246977806	8.102238655	7.893604755	8.325080872	8.319672585	8.405992508	8.369815826	8.416164398
	0.025259612	0.004852772	360	FALSE	High	Master Protein	O43290	SART1	NA	109.774	46	31	54	31	800	90.2	6.13	478	31	5	NA	1	TRUE	6.780047417	6.696271896	6.510962009	6.607330322	6.454504967	6.653919697	6.50620842	6.651051521	6.66675663	6.595444202
	1.884914135	0.355353069	385	FALSE	High	Master Protein	Q15020	SART3	NA	105.534	32	30	60	30	963	109.9	5.57	563	30	NA	NA	1	TRUE	8.068778038	7.924812317	7.509379387	7.826548576	7.54689455	8.122051239	8.104336739	8.225930214	8.053654671	8.147205353
	0.053794949	-0.003622818	4087	FALSE	High	Master Protein	O94885	SASH1	NA	13.233	3	3	4	3	1247	136.6	6.09	78	3	NA	NA	1	TRUE	6.900866985	6.954196453	6.988684654	6.979568005	6.96462965	6.989820004	6.883865356	6.965784073	6.973840714	6.956521511
	0.863380581	0.207329178	2019	FALSE	High	Master Protein	Q6UVJ0	SASS6	NA	35.819	23	13	24	13	657	74.4	7.55	153	13	NA	NA	1	TRUE	6.876516819	6.778734207	6.397460938	6.742814541	6.264911652	6.817623138	6.687900543	6.78398037	6.920054913	6.887525082
	0	NaN	6204	FALSE	High	Master Protein	Q96F10	SAT2	0.015	3.09	9	2	4	2	170	19.1	6.04	13	2	2	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	6993	FALSE	High	Master Protein	Q86VE3	SATL1	0.092	1.464	16	4	4	4	508	55.8	5.31	NA	4	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5803	FALSE	High	Master Protein	Q9H4B6	SAV1	0.004	4.394	4	1	1	1	383	44.6	9.09	NA	1	4	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.428260564	0.091595745	1764	FALSE	High	Master Protein	Q9Y3A5	SBDS	NA	40.188	56	15	38	15	250	28.7	8.75	264	15	1	NA	1	TRUE	7.608069897	7.561479092	7.191799641	7.487036228	7.146696091	7.447909832	7.474111557	7.526694775	7.515699863	7.488643646
	0.826462653	0.179441452	3731	FALSE	High	Master Protein	O95248	SBF1	NA	15.704	7	9	11	8	1868	208.3	6.9	70	9	NA	NA	1	TRUE	4.478971958	4.716990948	4.364572525	4.536052704	4.185866356	4.602884293	4.439623356	4.649615288	4.87282896	4.614709854
	0.332345069	0.114167023	1211	FALSE	High	Master Protein	A3KN83	SBNO1	NA	53.403	14	16	20	13	1393	154.2	7.88	219	16	NA	1	1	TRUE	5.708738804	5.584962368	5.539158821	5.78398037	5.008988857	5.542258263	5.548436642	5.830356598	5.542258263	5.733354568
	0	NaN	3812	FALSE	High	Master Protein	Q9Y2G9	SBNO2	NA	15.106	4	5	5	2	1366	150.2	6.52	60	5	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.58002554	0.09198103	2486	FALSE	High	Master Protein	Q9H7N4	SCAF1	NA	28.699	7	8	22	7	1312	139.2	9.25	130	8	NA	1	1	TRUE	6.055282593	6.183883667	5.85299778	6.078951359	6.087462902	6.015693665	6.199672222	6.161887646	6.035624027	6.305605888
	0.555087117	-0.071322727	347	FALSE	High	Master Protein	Q99590	SCAF11	NA	111.829	27	31	46	31	1463	164.6	8.41	494	31	1	NA	1	TRUE	7.283551216	7.117902756	7.221103668	7.161887646	6.95768261	7.059614658	7.070389271	7.169925213	7.081083775	7.004501343
	0.070517864	0.01146822	1549	FALSE	High	Master Protein	O95104	SCAF4	NA	44.57	13	11	23	11	1147	125.8	9.55	215	11	NA	NA	1	TRUE	6.300123692	6.276124477	6.147713661	6.318316936	6.074676514	6.207502365	6.143638134	6.318316936	6.193771839	6.311067104
	0.707582347	0.081045628	1718	FALSE	High	Master Protein	Q9UPN6	SCAF8	NA	41.063	12	14	23	14	1271	140.4	8.29	225	14	NA	NA	1	TRUE	6.844234943	6.815063	6.605849743	6.65678215	6.661065578	6.855491638	6.777419567	6.829088211	6.679480076	6.846744061
	0	NaN	5294	FALSE	High	Master Protein	Q8N9R8	SCAI	0.002	6.302	9	4	11	4	606	70.4	8.6	NA	4	4	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.898145629	-0.184007168	4225	FALSE	High	Master Protein	O15126	SCAMP1	NA	12.215	21	4	4	4	338	37.9	7.42	36	4	3	NA	1	TRUE	5.083213329	5.137503624	5.044394016	5.529820919	4.949534893	4.935459614	5	4.877744198	4.906890392	5.104336739
	0.002517127	-0.000956059	5108	FALSE	High	Master Protein	O14828	SCAMP3	0.001	7.257	8	2	9	2	347	38.3	7.64	45	2	NA	NA	1	TRUE	6.496654034	6.474111557	6.125154972	6.325530529	5.842978954	6.167919636	6.246027946	6.381975651	6.183883667	6.279842854
	0	NaN	6620	FALSE	High	Master Protein	Q969E2	SCAMP4	0.042	2.055	3	1	1	1	229	25.7	8.82	26	1	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5096	FALSE	High	Master Protein	P57086	SCAND1	0.001	7.299	27	4	4	4	179	19.1	9.69	58	4	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5547	FALSE	High	Master Protein	Q9BY12	SCAPER	0.002	5.286	4	5	9	5	1400	158.2	7.44	28	5	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.547176799	0.124988747	5101	FALSE	High	Master Protein	Q8WTV0	SCARB1	0.001	7.287	5	3	34	3	552	60.8	8.24	98	3	13	NA	1	TRUE	7.628627777	7.638073921	7.556889057	7.685800076	7.116863728	7.639521599	7.604367733	7.772809505	7.627169132	7.607330322
	1.880042098	0.366022968	3992	FALSE	High	Master Protein	Q14108	SCARB2	NA	13.857	14	8	11	8	478	54.3	5.14	69	8	6	NA	1	TRUE	6.800899982	6.961160183	6.696271896	6.74953413	6.277984619	6.995484352	7.059614658	7.114783287	7.063934326	7.082149029
	0.407932259	0.174423981	5706	FALSE	High	Master Protein	O00767	SCD	0.003	4.718	4	1	1	1	359	41.5	9	41	1	18	NA	1	TRUE	5.311067104	5.221103668	4.968090534	5.209453583	4.412781715	5.193771839	4.817623138	5.388878345	5.354028702	5.240314484
	0.675058897	-0.277742004	6933	FALSE	High	Master Protein	O95171	SCEL	0.082	1.549	2	2	2	2	688	77.5	9.38	NA	2	NA	NA	1	TRUE	8.943980217	8.754219055	8.478971481	7.889960289	8.253611565	8.255028725	8.256444931	8.381543159	7.87159729	8.16741848
	0.739474015	0.177885532	1447	FALSE	High	Master Protein	Q8WVM8	SCFD1	NA	46.849	30	15	32	15	642	72.3	6.27	185	15	8	NA	1	TRUE	7.004501343	7.168922901	6.958842754	7.13339901	6.551516056	7.042206764	7.005624771	7.290019035	7.183883667	7.184875488
	1.067536048	0.160454655	4392	FALSE	High	Master Protein	Q8WU76	SCFD2	NA	11.245	6	3	5	3	684	75.1	6.68	80	3	NA	NA	1	TRUE	7.558420658	7.354910374	7.478971958	7.490249157	7.108524323	7.56985569	7.484621525	7.575917244	7.564530373	7.598424911
	0	NaN	6795	FALSE	High	Master Protein	Q96NL6	SCLT1	0.063	1.754	2	2	14	2	688	80.9	6.07	NA	2	3	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
+	1.940710584	0.41969862	3804	FALSE	High	Master Protein	Q96I15	SCLY	NA	15.159	18	6	7	6	445	48.1	7.12	59	6	7	NA	1	TRUE	6.78398037	6.620586395	6.388878345	6.668175697	6.0916996	6.849248886	6.892391205	6.936637878	6.902073383	7.071462154
	1.286593885	0.276985264	1792	FALSE	High	Master Protein	Q9UQR0	SCML2	NA	39.679	20	11	16	11	700	77.2	8.54	124	11	NA	NA	1	TRUE	7.391458511	7.331812859	6.859224319	6.88508606	7.147713661	7.326429367	7.259272575	7.525129318	7.387155533	7.502234936
	0	NaN	5665	FALSE	High	Master Protein	O75880	SCO1	0.003	4.859	11	4	6	4	301	33.8	8.88	31	4	11	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0	NaN	5349	FALSE	High	Master Protein	O43819	SCO2	0.002	6.063	10	3	4	3	266	29.8	8.85	41	3	11	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.05385049	-0.018247509	3593	FALSE	High	Master Protein	Q9UIL1	SCOC	NA	16.917	28	2	3	2	159	18	8.85	120	2	4	NA	1	TRUE	5.339849949	5.281698227	5.008988857	5.277984619	4.958842754	4.963474274	4.925999641	5.318316936	5.189824581	5.378511429
	1.744577436	0.287382889	604	FALSE	High	Master Protein	P22307	SCP2	NA	84.498	39	20	70	20	547	59	6.89	480	20	19	NA	1	TRUE	7.630084991	7.391458511	7.403438091	7.271462917	7.085339546	7.669593811	7.519636154	7.624247074	7.650333881	7.754887581
+	3.776328074	0.782295704	2545	FALSE	High	Master Protein	Q9HB40	SCPEP1	NA	27.957	24	10	19	10	452	50.8	5.81	217	10	NA	NA	1	TRUE	6.645298004	6.754887581	6.487036228	6.43462801	6.095924377	7.305605888	7.124121189	7.339849949	7.283551216	7.276124477
	0.442588056	0.128133202	2317	FALSE	High	Master Protein	Q14160	SCRIB	NA	31.31	12	15	16	14	1630	174.8	5.07	159	15	8	1	1	TRUE	5.247927666	5.13339901	4.786596298	4.584962368	4.797012806	4.949534893	5.209453583	4.995484352	4.94016695	5.095924377
+	3.314452087	0.740286732	2100	FALSE	High	Master Protein	Q12765	SCRN1	NA	34.525	26	10	17	10	414	46.4	4.75	185	10	NA	NA	1	TRUE	6.110613823	6.195741177	5.744161129	5.744161129	5.581953526	6.392317295	6.665336132	6.710117817	6.679480076	6.630813122
	0.147553293	0.029671383	3316	FALSE	High	Master Protein	Q96FV2	SCRN2	NA	19.498	21	7	9	7	425	46.6	5.67	47	7	NA	NA	1	TRUE	5.981852531	5.882643223	5.770829201	5.757556915	5.995484352	5.832890034	5.744161129	6.04875946	6.035624027	5.875288486
	2.094755489	0.166707802	3336	FALSE	High	Master Protein	Q0VDG4	SCRN3	NA	19.337	16	6	7	6	424	48.5	5.55	116	6	NA	NA	1	TRUE	7.027905941	6.946029186	6.920054913	6.950701714	6.762880325	7.088523388	7.041111469	7.157852173	7.080018044	7.073606014
	1.196403026	0.188397408	965	FALSE	High	Master Protein	Q96KG9	SCYL1	NA	62.215	24	16	31	16	808	89.6	6.3	237	16	NA	NA	1	TRUE	5.47573328	5.426264763	5.472487926	5.17392683	5.0916996	5.426264763	5.560714722	5.514122486	5.469234943	5.611762524
	0.758158279	0.117329216	770	FALSE	High	Master Protein	Q6P3W7	SCYL2	NA	72.103	26	21	38	21	929	103.6	8.22	202	21	NA	NA	1	TRUE	5.765534878	5.738767624	5.578938484	5.692092419	5.381975651	5.680886745	5.689299107	5.770829201	5.725195885	5.877744198
	0.865682096	0.139142323	4424	FALSE	High	Master Protein	Q8IZE3	SCYL3	NA	10.985	6	3	3	3	742	82.8	5.05	41	3	NA	NA	1	TRUE	6.137503624	6.149746895	5.887525082	5.902073383	5.847996712	6.314696312	6.022367954	6.033422947	6.106431961	6.143638134
	1.759530859	0.110054874	3198	FALSE	High	Master Protein	Q9NVU7	SDAD1	NA	20.734	14	9	14	9	687	79.8	9.25	128	9	NA	NA	1	TRUE	6.480588436	6.496654034	6.305605888	6.394033909	6.436295033	6.563768387	6.504620552	6.523561954	6.565292358	6.50620842
	0	NaN	5067	FALSE	High	Master Protein	P18827	SDC1	0.001	7.416	10	2	2	2	310	32.4	4.63	29	2	31	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.136315787	0.050016689	2622	FALSE	High	Master Protein	O00560	SDCBP	NA	26.995	27	5	12	5	298	32.4	7.53	148	5	10	NA	1	TRUE	5.314696312	5.343407631	5.100136757	4.935459614	4.68369627	5.274261475	5.145677567	4.963474274	4.97728014	5.266786575
	0	NaN	5946	FALSE	High	Master Protein	Q86SQ7	SDCCAG8	0.006	3.95	4	4	4	4	713	82.6	5.81	NA	4	16	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.109454681	0.022564793	1572	FALSE	High	Master Protein	Q6IQ49	SDE2	NA	44.151	32	12	20	12	451	49.7	6.05	211	12	NA	NA	1	TRUE	6.388878345	6.287250519	6.057450294	6.41447401	6.34872818	6.429615974	6.29278183	6.279842854	6.199672222	6.407692432
	0	NaN	4857	FALSE	High	Master Protein	Q99470	SDF2	0.001	8.537	11	2	3	2	211	23	7.33	25	2	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.598044263	0.075198555	4985	FALSE	High	Master Protein	Q9HCN8	SDF2L1	0.001	7.873	17	4	5	4	221	23.6	7.03	91	4	NA	NA	1	TRUE	6.929554462	6.869131088	6.746850014	6.839203835	6.73470974	6.85299778	6.960001945	6.915281773	6.741466999	7.025693417
+	3.526059591	0.869066906	2271	FALSE	High	Master Protein	Q9BRK5	SDF4	NA	31.922	25	7	11	7	362	41.8	4.86	149	7	NA	NA	1	TRUE	7.034523964	6.830356598	6.491853237	6.431288719	6.287250519	7.370687485	7.41023922	7.566815376	7.531381607	7.541483879
	0.511949038	-0.083982754	990	FALSE	High	Master Protein	P31040	SDHA	NA	61.076	28	13	22	13	664	72.6	7.39	443	13	18	NA	1	TRUE	6.682292461	6.69766283	6.602884293	6.487036228	6.407692432	6.447909832	6.545350552	6.642412663	6.323730469	6.498250961
	0	NaN	6274	FALSE	High	Master Protein	A6NFY7	SDHAF1	0.017	2.89	21	2	2	2	115	12.8	11.39	16	2	NA	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.48795586	0.098487473	3978	FALSE	High	Master Protein	Q9NX18	SDHAF2	NA	13.955	27	5	10	5	166	19.6	6.8	51	5	NA	NA	1	TRUE	7.263973236	7.099084854	6.782670498	6.9331007	6.927185535	7.204571247	6.97269249	7.02014637	7.176920891	7.124121189
	0.00094574	-0.000627661	5368	FALSE	High	Master Protein	Q9NRP4	SDHAF3	0.002	5.992	24	2	2	2	125	14.6	9.07	29	2	NA	NA	1	TRUE	4.137503624	4.070389271	4.263034344	3.98185277	3.104336739	4.044394016	3.66675663	4.078951359	3.754887581	4.008988857
	0.044805784	-0.014236927	4876	FALSE	High	Master Protein	Q5VUM1	SDHAF4	0.001	8.46	27	3	5	3	108	12.2	9.36	49	3	NA	NA	1	TRUE	8.17791748	7.754219532	7.550746918	7.865424156	7.669593811	7.789207458	7.689299107	7.846744061	7.74617815	7.875288486
	2.127469737	-0.216486454	3940	FALSE	High	Master Protein	P21912	SDHB	NA	14.154	18	7	10	7	280	31.6	8.76	72	7	16	NA	1	TRUE	6.51727581	6.613236904	6.462706566	6.56985569	6.436295033	6.213347435	6.407692432	6.442943573	6.191799641	6.261154652
	0	NaN	6267	FALSE	High	Master Protein	Q8N3Y7	SDR16C5	0.017	2.91	4	1	2	1	309	34.1	8.46	NA	1	6	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.43654264	-0.130759811	5409	FALSE	High	Master Protein	Q9NRG7	SDR39U1	0.002	5.799	6	2	2	2	293	31.1	9.04	41	2	NA	NA	1	TRUE	6.13339901	6.072534561	5.820178986	6.246027946	5.68369627	5.757556915	5.608809471	6.141596317	5.87282896	5.921246052
	0.515784682	0.089517403	2275	FALSE	High	Master Protein	Q96GA7	SDSL	NA	31.885	20	6	16	6	329	34.7	6.89	238	6	6	NA	1	TRUE	8.370251656	8.306517601	8.082681656	8.416586876	8.104336739	8.279378891	8.21674633	8.380677223	8.381110191	8.470048904
	1.224224059	0.248009491	1262	FALSE	High	Master Protein	P55735	SEC13	NA	51.852	38	10	23	10	322	35.5	5.48	665	10	33	NA	1	TRUE	6.34695673	6.157852173	6.211401463	6.238404751	5.730639935	6.264911652	6.332707882	6.482203007	6.400879383	6.444600582
	0.020378773	-0.005704021	3484	FALSE	High	Master Protein	Q92503	SEC14L1	NA	17.857	8	5	5	5	715	81.2	6.43	88	5	NA	NA	1	TRUE	6.54689455	6.419538975	6.525129318	6.394033909	6.066089153	6.281698227	6.375039577	6.503030777	6.305605888	6.457791328
+	3.809034414	-1.236290836	6403	FALSE	High	Master Protein	Q9UDX4	SEC14L3	0.024	2.567	5	2	5	2	400	46	6.11	NA	2	NA	NA	1	TRUE	7.934280396	8.100136757	8.67772007	8.521992683	8.739442825	6.85673666	7.358431339	7.299208164	7.235535622	7.042206764
+	2.077915113	0.371526718	559	FALSE	High	Master Protein	O15027	SEC16A	NA	87.238	16	28	45	28	2357	251.7	5.8	340	28	NA	NA	1	TRUE	6.817623138	6.696271896	6.495055676	6.321928024	6.300123692	6.829088211	6.880195618	7.006746769	6.844234943	6.928370476
	0	NaN	6296	FALSE	High	Master Protein	Q96IW7	SEC22A	0.018	2.823	4	1	2	1	307	34.9	8.24	NA	1	8	NA	1	TRUE	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.553441623	0.119551563	1840	FALSE	High	Master Protein	O75396	SEC22B	NA	38.752	34	6	31	6	215	24.6	6.92	215	6	20	NA	1	TRUE	6.553053379	6.488643646	6.137503624	6.219168663	6.257387638	6.407692432	6.285402298	6.5834589	6.35931015	6.617650986
	1.167686649	0.290094948	1266	FALSE	High	Master Protein	Q15436	SEC23A	NA	51.796	26	16	28	15	765	86.1	7.08	178	16	20	NA	1	TRUE	8.935460091	8.828454018	8.79181385	8.172927856	8.583083153	8.983848572	8.938109398	9.022089958	8.865424156	8.952741623
	1.680273361	-0.352602863	1773	FALSE	High	Master Protein	Q15437	SEC23B	NA	40.042	24	14	19	13	767	86.4	6.89	150	14	2	NA	1	TRUE	8.081084251	8.201143265	8.062855721	8.548436165	8.102763176	7.590212822	7.738767624	8.033973694	7.863566875	8.006747246
	0.231826328	0.055095959	900	FALSE	High	Master Protein	Q9Y6Y8	SEC23IP	NA	65.347	23	24	48	24	1000	111	5.54	210	24	8	NA	1	TRUE	7.891176224	7.780047417	7.710117817	7.885696411	7.400025368	7.767522335	7.686500549	7.862327576	7.744161129	7.882031441
	1.635334993	0.332419968	2168	FALSE	High	Master Protein	O95486	SEC24A	NA	33.354	13	11	13	11	1093	119.7	7.66	170	11	20	NA	1	TRUE	7.189824581	7.240314484	7.02901125	6.948367119	6.587965012	7.308339119	7.253611088	7.408542156	7.313789845	7.373300076
